generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_accuracy_to_baseline,min_accuracy_to_baseline,mean_accuracy_to_baseline,elites_mean_accuracy_to_baseline,cid_min_accuracy_to_baseline,cid_max_accuracy_to_baseline,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
85,uci_wine_test/85/20251012-220639,nan,nan,0.9662921348314607,0.398876404494382,0.8607303370786519,0.9662921348314606,85_22,59_67,0.9662921348314607,0.398876404494382,0.8607303370786519,0.9662921348314606,85_22,59_67
86,uci_wine_test/86/20251012-220642,nan,nan,0.9662921348314607,0.398876404494382,0.8707303370786517,0.9662921348314606,86_72,59_67,0.9662921348314607,0.398876404494382,0.8707303370786517,0.9662921348314606,86_72,59_67
87,uci_wine_test/87/20251012-220644,nan,nan,0.9662921348314607,0.39325842696629215,0.8535393258426969,0.9662921348314606,87_62,59_67,0.9662921348314607,0.39325842696629215,0.8535393258426969,0.9662921348314606,87_62,59_67
88,uci_wine_test/88/20251012-220646,nan,nan,0.9662921348314607,0.398876404494382,0.852303370786517,0.9662921348314606,88_34,59_67,0.9662921348314607,0.398876404494382,0.852303370786517,0.9662921348314606,88_34,59_67
89,uci_wine_test/89/20251012-220648,nan,nan,0.9662921348314607,0.398876404494382,0.8475842696629213,0.9662921348314606,89_24,59_67,0.9662921348314607,0.398876404494382,0.8475842696629213,0.9662921348314606,89_24,59_67
90,uci_wine_test/90/20251012-220650,nan,nan,0.9662921348314607,0.398876404494382,0.88561797752809,0.9662921348314606,90_59,59_67,0.9662921348314607,0.398876404494382,0.88561797752809,0.9662921348314606,90_59,59_67
91,uci_wine_test/91/20251012-220653,nan,nan,0.9662921348314607,0.398876404494382,0.8469101123595506,0.9662921348314606,91_16,59_67,0.9662921348314607,0.398876404494382,0.8469101123595506,0.9662921348314606,91_16,59_67
92,uci_wine_test/92/20251012-220655,nan,nan,0.9662921348314607,0.39325842696629215,0.863932584269663,0.9662921348314606,92_23,59_67,0.9662921348314607,0.39325842696629215,0.863932584269663,0.9662921348314606,92_23,59_67
93,uci_wine_test/93/20251012-220657,nan,nan,0.9662921348314607,0.39325842696629215,0.8273595505617979,0.9662921348314606,93_99,59_67,0.9662921348314607,0.39325842696629215,0.8273595505617979,0.9662921348314606,93_99,59_67
94,uci_wine_test/94/20251012-220659,nan,nan,0.9662921348314607,0.398876404494382,0.8359550561797754,0.9662921348314606,94_28,59_67,0.9662921348314607,0.398876404494382,0.8359550561797754,0.9662921348314606,94_28,59_67
95,uci_wine_test/95/20251012-220702,nan,nan,0.9662921348314607,0.39325842696629215,0.865112359550562,0.9662921348314606,95_16,59_67,0.9662921348314607,0.39325842696629215,0.865112359550562,0.9662921348314606,95_16,59_67
96,uci_wine_test/96/20251012-220704,nan,nan,0.9662921348314607,0.3258426966292135,0.8656179775280899,0.9662921348314606,96_100,59_67,0.9662921348314607,0.3258426966292135,0.8656179775280899,0.9662921348314606,96_100,59_67
97,uci_wine_test/97/20251012-220706,nan,nan,0.9662921348314607,0.398876404494382,0.8558426966292135,0.9662921348314606,97_17,59_67,0.9662921348314607,0.398876404494382,0.8558426966292135,0.9662921348314606,97_17,59_67
98,uci_wine_test/98/20251012-220709,nan,nan,0.9662921348314607,0.398876404494382,0.8668539325842698,0.9662921348314606,98_62,59_67,0.9662921348314607,0.398876404494382,0.8668539325842698,0.9662921348314606,98_62,59_67
99,uci_wine_test/99/20251012-220711,nan,nan,0.9662921348314607,0.398876404494382,0.8678089887640452,0.9662921348314606,99_12,59_67,0.9662921348314607,0.398876404494382,0.8678089887640452,0.9662921348314606,99_12,59_67
100,uci_wine_test/100/20251012-220713,nan,nan,0.9662921348314607,0.398876404494382,0.8910674157303373,0.9662921348314606,100_55,59_67,0.9662921348314607,0.398876404494382,0.8910674157303373,0.9662921348314606,100_55,59_67
